"naics_code","naics_desc","net_income_private","net_income_public","net_income_total","deprec_private","deprec_public","deprec_total","nonaccrued_private","nonaccrued_public","nonaccrued_total","donations_private","donations_public","donations_total","indirect_business_taxes","subsidies","gross_prod_nonrev","stat_discrepancy","gross_prod"
"4920000"," Couriers and Messengers",62799.7704397606,0,62799.7704397606,2940,NA,2940,608,NA,608,38,NA,38,2228,496,68117.7704397606,NA,68117.7704397606
"4930000"," Warehousing and Storage",49343.2690606297,0,49343.2690606297,8085,NA,8085,307,NA,307,42,NA,42,4764,326,62215.2690606297,NA,62215.2690606297
"51"," Information",1088954,6461.63070687806,1095415.63070688,761237,2499,763736,106230,0,106230,1381,0,1381,604536,10425,2560873.63070688,NA,2560873.63070688
"5110000"," Publishing Industries (except Internet)",151546.764120545,0,151546.764120545,12266,0,12266,11489,0,11489,944,0,944,19128,1343,194030.764120545,NA,194030.764120545
"5111000"," ""Newspaper, Periodical, Book, and Directory Publi",137945.813420018,0,137945.813420018,12065,NA,12065,11488,NA,11488,778,NA,778,19023,1263,180036.813420018,NA,180036.813420018
"5112000"," Software Publishers",13600.9507005266,0,13600.9507005266,201,NA,201,1,NA,1,166,NA,166,105,80,13993.9507005266,NA,13993.9507005266
"5120000","Motion Picture and Sound Recording Industries",41150.5974278536,0,41150.5974278536,5395,0,5395,1088,0,1088,201,0,201,8121,318,55637.5974278536,NA,55637.5974278536
"5121000"," Motion Picture and Video Industries",40010.6313540676,0,40010.6313540676,5197,NA,5197,954,NA,954,199,NA,199,7953,321,53992.6313540676,NA,53992.6313540676
"5122000"," Sound Recording Industries",1139.96607378597,0,1139.96607378597,198,NA,198,134,NA,134,2,NA,2,168,-3,1644.96607378597,NA,1644.96607378597
"5150000"," Broadcasting (except Internet)",82910.9054466478,0,82910.9054466478,61283,0,61283,4822,0,4822,32,0,32,65968,756,214259.905446648,NA,214259.905446648
"5151000"," Radio and Television Broadcasting",61971.765866538,0,61971.765866538,45038,NA,45038,1900,NA,1900,31,NA,31,37652,466,146126.765866538,NA,146126.765866538
"5152000"," Cable and Other Subscription Programming",20939.1395801099,0,20939.1395801099,16245,NA,16245,2922,NA,2922,1,NA,1,28316,290,68133.1395801099,NA,68133.1395801099
"5160000"," Internet Publishing and Broadcasting",1797,0,1797,67,0,67,0,0,0,64,0,64,7,5,1930,NA,1930
"5161000"," Internet Publishing and Broadcasting",1797,0,1797,67,NA,67,0,NA,0,64,NA,64,7,5,1930,NA,1930
"5170000"," Telecommunications",680853.753374878,6461.63070687806,687315.384081756,666226,2499,668725,86871,0,86871,0,0,0,483323,6757,1919477.38408176,NA,1919477.38408176
"5171000"," Wired Telecommunications Carriers",680853.753374878,0,680853.753374878,666226,NA,666226,86871,NA,86871,0,NA,0,483323,6717,1910556.75337488,NA,1910556.75337488
"5173000"," Telecommunications Resellers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"5174000"," Satellite Telecommunications",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0
"5175000"," Cable and Other Program Distribution",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0
"5179000"," Other Telecommunications",0,6461.63070687806,6461.63070687805,0,2499,2499,0,0,0,0,0,0,0,40,8920.63070687806,NA,8920.63070687806
"5180000"," ""Internet Service Providers, Web Search Portals,",127333.080045992,0,127333.080045992,14222,0,14222,1664,0,1664,136,0,136,26558,1209,168704.080045992,NA,168704.080045992
"5181000"," Internet Service Providers and Web Search Portals",127333.080045992,0,127333.080045992,14222,NA,14222,1664,NA,1664,136,NA,136,26558,1209,168704.080045992,NA,168704.080045992
"5182000"," ""Data Processing, Hosting, and Related Services""",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0
"5190000"," Other Information Services",3361.89958408449,0,3361.89958408449,1778,0,1778,296,0,296,4,0,4,1431,37,6833.89958408449,NA,6833.89958408449
"5191000"," Other Information Services",3361.89958408449,0,3361.89958408449,1778,NA,1778,296,NA,296,4,NA,4,1431,37,6833.89958408449,NA,6833.89958408449
"52"," Finance & Insurance",2925929.2086194,873533.885087615,3799463.09370702,287157,2720,289877,1305470,0,1305470,10213,215574,225787,198155,20202,5798550.09370702,NA,5798550.09370702
"5210000"," Monetary Authorities - Central Bank",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0
"5220000"," Credit Intermediation and Related Activities",1939854.25805377,932518.520085827,2872372.77813959,226048,2091,228139,1304082,0,1304082,9259,19,9278,154194,12537,4555528.77813959,NA,4555528.77813959
"5221000"," Depository Credit Intermediation",0,-30,-30,0,0,0,0,0,0,0,0,0,0,-1,-29,NA,-29
"5221100"," Commercial Banking",657846,0,657846,85915,NA,85915,1024985,NA,1024985,2781,NA,2781,67330,1381,1837476,NA,1837476
"5221200"," Savings Institutions",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0
"5221300"," Credit Unions",270984.863935007,-617.121945404695,270367.741989603,62631,0,62631,69337,0,69337,5509,0,5509,33342,982,440204.741989603,NA,440204.741989603
"5221900"," Other Depository Credit Intermediation",-15238.6456564627,1077951.08117773,1062712.43552127,4355,1103,5458,5492,0,5492,0,19,19,3163,3891,1072953.43552127,NA,1072953.43552127
"5222000"," Nondepository Credit Intermediation",648478.911028911,10976,659454.911028911,56322,0,56322,197561,0,197561,585,0,585,38932,2439,950415.911028911,NA,950415.911028911
"5223000"," Activities Related to Credit Intermediation",377783.12874631,-155761.439146501,222021.689599809,16825,988,17813,6707,0,6707,384,0,384,11427,3845,254507.689599809,NA,254507.689599809
"5240000"," Insurance Carriers and Related Activities",986074.950565636,36663.3650017881,1022738.31556742,61109,629,61738,1388,0,1388,954,22,976,43961,8505,1122296.31556742,NA,1122296.31556742
"5241000"," Insurance Carriers",726878.992504133,36663.3650017881,763542.357505921,38908,629,39537,1074,0,1074,301,22,323,25967,6460,823983.357505921,NA,823983.357505921
"5242000"," ""Agencies, Brokerages, and Other Insurance Relate",259195.958061503,0,259195.958061503,22201,NA,22201,314,NA,314,653,NA,653,17994,2045,298312.958061503,NA,298312.958061503
"5250000"," ""Funds, Trusts, and Other Financial Vehicles""",0,-95648,-95648,0,0,0,0,0,0,0,215533,215533,0,-840,120725,NA,120725
"5251000"," Insurance and Employee Benefit Funds",0,-95648,-95648,0,0,0,0,0,0,0,215533,215533,0,-840,120725,NA,120725
"5259000"," Other Investment Pools and Funds",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0
"53"," Real Estate & Rental",11894656.7212884,155073.429252593,12049730.150541,1843169,118464,1961633,30354,0,30354,3906,94,4000,1273687,89598,15229806.150541,NA,15229806.150541
"5310000"," Real Estate",427486.607355347,155073.429252593,582560.03660794,227013,118464,345477,11406,0,11406,3655,94,3749,164238,6765,1100665.03660794,NA,1100665.03660794
